ent_num,program,sdn_name,sdn_type,title
4734,SUDAN,EMIRATES AND SUDAN INVESTMENT COMPANY LIMITED,,
4735,SUDAN,GEZIRA TRADE & SERVICES COMPANY LIMITED,,
4736,SUDAN,GROUPED INDUSTRIES CORPORATION,,
4737,SUDAN,ICDB,,
4738,SUDAN,INDUSTRIAL BANK COMPANY FOR TRADE & DEVELOPMENT LIMITED,,
4739,SUDAN,INDUSTRIAL RESEARCH AND CONSULTANCY INSTITUTE,,
4740,SUDAN,INGASSANA MINES HILLS CORPORATION,,
4741,SUDAN,KASSALA FRUIT PROCESSING COMPANY,,
4742,SUDAN,KHARTOUM CENTRAL FOUNDRY,,
4743,SUDAN,KHARTOUM COMMERCIAL AND SHIPPING COMPANY LIMITED,,
4744,SUDAN,KHARTOUM TANNERY,,
4745,SUDAN,KHOR OMER ENGINEERING COMPANY,,
4747,SUDAN,KORDOFAN COMPANY,,
4748,SUDAN,MILITARY COMMERCIAL CORPORATION,,
4749,SUDAN,MODERN ELECTRONIC COMPANY,,
4750,SUDAN,MODERN LAUNDRY BLUE FACTORY,,
4751,SUDAN,MODERN PLASTIC & CERAMICS INDUSTRIES COMPANY,,
4753,SUDAN,NATIONAL REINSURANCE COMPANY (SUDAN) LIMITED,,
4754,SUDAN,NILE CEMENT COMPANY LIMITED,,
4756,SUDAN,PORT SUDAN REFINERY LIMITED,,
4757,SUDAN,PUBLIC CORPORATION FOR BUILDING AND CONSTRUCTION,,
4758,SUDAN,PUBLIC CORPORATION FOR IRRIGATION AND EXCAVATION,,
4759,SUDAN,PUBLIC ELECTRICITY AND WATER CORPORATION,,
4760,SUDAN,RED SEA STEVEDORING,,
4761,SUDAN,ROADS AND BRIDGES PUBLIC CORPORATION,,
4762,SUDAN,SACKS FACTORY,,
4763,SUDAN,SILOS AND STORAGE CORPORATION,,
4764,SUDAN,SRC,,
4765,SUDAN,SRDC,,
4766,SUDAN,STATE CORPORATION FOR CINEMA,,
4767,SUDAN,STATE TRADING COMPANY,,
4768,SUDAN,SUDAN AIR,,
4769,SUDAN,SUDAN DEVELOPMENT CORPORATION,,
4770,SUDAN,SUDAN EXHIBITION AND FAIRS CORPORATION,,
4771,SUDAN,SUDAN OIL SEEDS COMPANY LIMITED,,
4772,SUDAN,SUDAN WAREHOUSING COMPANY,,
4773,SUDAN,SUDANESE COMPANY FOR BUILDING AND CONSTRUCTION LIMITED,,
4774,SUDAN,SUDANESE ESTATES BANK,,
4775,SUDAN,SUDANESE REAL ESTATE SERVICES COMPANY,,
4776,SUDAN,SUDANESE SAVINGS BANK,,
4777,SUDAN,TAHEER PERFUMERY CORPORATION,,
4778,SUDAN,"TAHREER PERFUMERY CORPORATION, EL",,
4779,SUDAN,TEA PACKETING AND TRADING COMPANY,,
4781,SUDAN,WAFRA CHEMICALS & TECHNO-MEDICAL SERVICES LIMITED,,
4782,SUDAN,WHITE NILE BATTERY COMPANY,,
4785,SUDAN,INDUSTRIAL BANK OF SUDAN,,
6330,SDNT,JULIO CESAR NASSER DAVID,individual,
6333,SDNT,CARLOS ALBERTO NASSER ARANA,individual,
6334,SDNT,CLAUDIA PATRICIA NASSER ARANA,individual,
6335,SDNT,JORGE NASSER ARANA,individual,
6336,SDNT,AGRICOLA SONGO LTDA.,,
6339,SDNT,"DESARROLLOS URBANOS, LTDA.",,
6340,SDNT,EDIFICACIONES DEL CARIBE LTDA.,,
6341,SDNT,GRAN COMPANIA DE HOTELES LTDA.,,
6343,SDNT,HOTELES E INMUEBLES DE COLOMBIA LTDA.,,
6344,SDNT,INMOBILIARIA DEL CARIBE LTDA.,,
6345,SDNT,INMOBILIARIA HOTELERA DEL CARIBE LTDA.,,
6346,SDNT,INVERSIONES HOTELERAS DEL LITORAL LTDA.,,
6348,SDNT,INVERSIONES PRADO TRADE CENTER LTDA.,,
6351,SDNT,NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.,,
6355,SDNT,PROMOTORA HOTEL BARRANQUILLA LTDA.,,
6356,SDNT,SURAMERICANA DE HOTELES LTDA.,,
6365,"SDGT,SDT",USAMA BIN MUHAMMAD BIN AWAD BIN LADIN,individual,
6366,"FTO,SDGT,SDT",ISLAMIC ARMY,,
6367,"SDGT,SDT",ABU HAFS AL-MASRI,individual,
6368,SDT,RIFA'I AHMAD TAHA MUSA,individual,
6373,SUDAN,ACCOUNTS & ELECTRONICS EQUIPMENTS,,
6374,SUDAN,AFRICAN OIL CORPORATION,,
6375,SUDAN,ALAKTAN COTTON TRADING COMPANY,,
6376,SUDAN,ARAB CEMENT COMPANY,,
6377,SUDAN,ATBARA CEMENT COMPANY LIMITED,,
6378,SUDAN,BABANOUSA MILK PRODUCTS FACTORY,,
6379,SUDAN,BLUE NILE BREWERY,,
6380,SUDAN,BUILDING MATERIALS AND REFRACTORIES CORPORATION,,
6381,SUDAN,ENGINEERING EQUIPMENT COMPANY,,
6382,SUDAN,ENGINEERING EQUIPMENT CORPORATION,,
6383,SUDAN,EXPLORATION AND PRODUCTION AUTHORITY (SUDAN),,
6384,SUDAN,FOOD INDUSTRIES CORPORATION,,
6385,SUDAN,FRIENDSHIP SPINNING FACTORY,,
6386,SUDAN,GEZIRA TANNERY,,
6387,SUDAN,GINEID SUGAR FACTORY,,
6388,SUDAN,HAGGAR ASSALAYA SUGAR FACTORY,,
6389,SUDAN,INDUSTRIAL PRODUCTION CORPORATION,,
6390,SUDAN,KARIMA DATE FACTORY,,
6391,SUDAN,KARIMA FRUIT AND VEGETABLE CANNING FACTORY,,
6392,SUDAN,KASSALA ONION DEHYDRATION FACTORY,,
6393,SUDAN,KENAF SOCKS FACTORY,,
6394,SUDAN,KRIKAH INDUSTRIES GROUP,,
6395,SUDAN,LEATHER INDUSTRIES CORPORATION,,
6396,SUDAN,MANGALA SUGAR FACTORY,,
6399,SUDAN,MALUT SUGAR FACTORY,,
6400,SUDAN,MASPIO CEMENT CORPORATION,,
6402,SUDAN,MAY ENGINEERING COMPANY,,
6403,SUDAN,NATIONAL COTTON AND TRADE COMPANY,,
6404,SUDAN,NEW HAIFA SUGAR FACTORY,,
6405,SUDAN,NEW KHARTOUM TANNERY,,
6406,SUDAN,NILE CEMENT FACTORY,,
6407,SUDAN,NORTHWEST SENNAR SUGAR FACTORY,,
6408,SUDAN,OIL CORPORATION,,
6409,SUDAN,OMDURMAN SHOE FACTORY,,
6410,SUDAN,PETROLEUM GENERAL ADMINISTRATION,,
6411,SUDAN,PORT SUDAN COTTON AND TRADE COMPANY,,
6412,SUDAN,PORT SUDAN EDIBLE OILS STORAGE CORPORATION,,
6413,SUDAN,PUBLIC CORPORATION FOR OIL PRODUCTS AND PIPELINES,,
6414,SUDAN,PORT SUDAN SPINNING FACTORY,,
6415,SUDAN,RABAK OIL MILL,,
6416,SUDAN,RAINBOW FACTORIES,,
6417,SUDAN,REA SWEET FACTORY,,
6418,SUDAN,RED SEA HILLS MINERALS COMPANY,,
6419,SUDAN,REFRIGERATION AND ENGINEERING IMPORT COMPANY,,
6420,SUDAN,SHEREIK MICA MINES COMPANY,,
6421,SUDAN,SPINNING AND WEAVING CORPORATION,,
6422,SUDAN,SUDAN COTTON COMPANY,,
6423,SUDAN,SUDAN COTTON COMPANY LIMITED,,
6424,SUDAN,SUDAN OIL CORPORATION,,
6425,SUDAN,SUDAN SOAP CORPORATION,,
6426,SUDAN,SUDANESE INTERNATIONAL TOURISM COMPANY,,
6427,SUDAN,SUDANESE MINING CORPORATION,,
6429,SUDAN,TOURISM AND HOTELS CORPORATION,,
6430,SUDAN,WAU FRUIT AND VEGETABLE CANNING FACTORY,,
6431,SUDAN,WHITE NILE BREWERY,,
6432,SUDAN,WHITE NILE TANNERY,,
6448,SUDAN,DUTY FREE SHOPS CORPORATION,,
6449,SUDAN,JUBA DUTY FREE SHOP,,
6450,SUDAN,PORT SUDAN DUTY FREE SHOP,,
6451,SUDAN,WAD MADANI DUTY FREE SHOP,,
6526,SDNT,ALKALA ASOCIADOS S.A.,,
6528,SDNT,C.N.A. PUBLICIDAD LTDA.,,
6529,SDNT,CAMPO VERDE LTDA.,,
6531,SDNT,COLOMBIANA DE CERDOS LTDA.,,
6532,SDNT,COMERCIALIZACION Y FINANCIACION DE AUTOMOTORES S.A.,,
6533,SDNT,COMPANIA ADMINISTRADORA DE VIVIENDA S.A.,,
6535,SDNT,CONSTRUCTORA EL NOGAL S.A.,,
6539,SDNT,DISTRIBUIDORA DE ELEMENTOS PARA LA CONSTRUCCION S.A.,,
6542,SDNT,INVERSIONES EL GRAN CRISOL LTDA.,,
6543,SDNT,INVERSIONES INTEGRAL LTDA.,,
6545,SDNT,INVERSIONES NAMOS Y CIA. LTDA.,,
6547,SDNT,K. P. TO JEANS WEAR S. DE H.,,
6550,SDNT,MATADERO METROPOLITANO LTDA.,,
6551,SDNT,MIRALUNA LTDA.,,
6556,SDNT,SAN MATEO S.A.,,
6563,SDNT,TITOS BOLO CLUB,,
6564,SDNT,URBANIZACIONES Y CONSTRUCCIONES LTDA. DE CALI,,
6565,SDNT,VILLA DE ARTE S. DE H.,,
6635,SDGT,MOHAMMED OMAR,individual,Commander of the Faithful ('Amir al-Munineen')
6636,SDGT,TALIBAN,,
6656,SUDAN,GREATER NILE PETROLEUM OPERATING COMPANY LIMITED,,
6658,SUDAN,SUDAPET LTD.,,
6659,SDNT,IVAN URDINOLA GRAJALES,individual,
6660,SDNT,JULIO FABIO URDINOLA GRAJALES,individual,
6661,SDNT,AGROINVERSORA URDINOLA HENAO Y CIA. S.C.S.,,
6663,SDNT,COMERCIALIZADORA DE CARNES LTDA.,,
6666,SDNT,CONSTRUCTORA E INMOBILIARIA URVALLE CIA. LTDA.,,
6667,SDNT,CONSTRUCTORA UNIVERSAL LTDA.,,
6669,SDNT,EXPLOTACIONES AGRICOLAS Y GANADERAS LA LORENA S.C.S.,,
6672,SDNT,INDUSTRIAS AGROPECUARIAS DEL VALLE LTDA.,,
6673,SDNT,INVERSIONES EL EDEN S.C.S.,,
6680,SDNT,SERVIAUTOS UNO A 1A LIMITADA,,
6686,SDNT,LORENA HENAO MONTOYA,individual,
6689,SDNT,SONIA TREJOS AGUILAR,individual,
6703,SDNTK,JOSE DE JESUS AMEZCUA CONTRERAS,individual,
6704,SDNTK,LUIS IGNACIO AMEZCUA CONTRERAS,individual,
6706,SDNTK,RAMON EDUARDO ARELLANO FELIX,individual,
6707,SDNTK,RAFAEL CARO QUINTERO,individual,
6708,SDNTK,VICENTE CARRILLO FUENTES,individual,
6709,SDNTK,CHI FU CHANG,individual,
6710,SDNTK,NOEL TIMOTHY HEATH,individual,
6711,SDNTK,GLENROY VINGROVE MATTHEWS,individual,
6712,SDNTK,OLUWOLE A. OGUNGBUYI,individual,
6713,SDNTK,ABENI O. OGUNGBUYI,individual,
6714,SDNTK,HSUEH KANG WEI,individual,
6715,SDNTK,BENJAMIN ALBERTO ARELLANO FELIX,individual,
6717,SDNT,ARCANGEL DE JESUS HENAO MONTOYA,individual,
6718,SDNT,JUAN CARLOS RAMIREZ ABADIA,individual,
6719,SDNT,AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,,
6720,SDNT,COMPANIA AGROINVERSORA HENAGRO LTDA.,,
6721,SDNT,DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,,
6722,SDNT,MAQUINARIA TECNICA Y TIERRAS LTDA.,,
6723,SDNT,ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.,,
6724,SDNT,OLGA PATRICIA GONZALEZ BENITEZ,individual,
6725,"FTO,SDGT",ISLAMIC MOVEMENT OF UZBEKISTAN,,
6726,SDNT,CAVIEDES DILEO Y CIA. S.C.S.,,
6730,SDNT,HAPPY DAYS S. DE H.,,
6733,SDNT,VESTIMENTA J Y J S. DE H.,,
6823,SDNT,VICTOR JULIO PATINO FOMEQUE,individual,
6824,SDNT,INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A,,
6825,SDNT,TAURA S.A.,,
6826,SDNT,GALAPAGOS S.A,,
6828,SDNT,LUIS ALFONSO BUENDIA CUELLAR,individual,
6829,SDNT,NOHEMY CAICEDO VERGARA,individual,
6831,SDNT,JORGE ALIRIO DUQUE BOTERO,individual,
6832,SDNT,HERNANDO ECHEVERRY HERRERA,individual,
6835,SDNT,DORIS AMELIA GARAVITO,individual,
6836,SDNT,GENTIL VELEZ GARCIA PIZARRO,individual,
6838,SDNT,MARIA GILMAN FRANCO,individual,
6839,SDNT,HERNANDO GONGORA ALARCON,individual,
6841,SDNT,OSCAR HERNANDEZ,individual,
6842,SDNT,VICTOR HUGO HERRAN SAAVEDRA,individual,
6844,SDNT,RICARDO ALFREDO MORENO DAZA,individual,
6848,SDNT,PEDRO EMILIO RAMIREZ ESCUDERO,individual,
6849,SDNT,ERIKA ROMAN DOMINGUEZ,individual,
6851,SDNT,ELMER VILLADA ZUNIGA,individual,
6853,"FTO,SDGT",REAL IRA,,
6855,SDNTK,JOSE ALVAREZ TOSTADO,individual,
6856,SDNTK,SHER AFGHAN,individual,
6857,SDNTK,OSIEL CARDENAS GUILLEN,individual,
6858,SDNTK,MIGUEL ANGEL CARO QUINTERO,individual,
6859,SDNTK,PING YUN CHANG,individual,
6860,SDNTK,JOSEPH GILBOA,individual,
6861,SDNTK,JOAQUIN GUZMAN LOERA,individual,
6862,SDNTK,JAMIEL HAMIEH,individual,
6863,SDNTK,ISMAEL HIGUERA GUERRERO,individual,
6864,SDNTK,NASIR ALI KHAN,individual,
6865,SDNTK,OSCAR MALHERBE DE LEON,individual,
6866,SDNTK,ALCIDES RAMON MAGANA,individual,
6895,"SDNTK,SDGT",UNITED SELF-DEFENSE FORCES OF COLOMBIA,,
6896,"FTO,SDGT",ASBAT AL-ANSAR,,
6897,"FTO,SDGT",SALAFIST GROUP FOR CALL AND COMBAT,,
6898,"FTO,SDGT",LIBYAN ISLAMIC FIGHTING GROUP,,
6899,SDGT,AL-ITIHAAD AL-ISLAMIYA,,
6900,SDGT,ISLAMIC ARMY OF ADEN,,
6901,SDGT,SAYF AL-ADL,individual,
6902,SDGT,SHAYKH SAI'ID,individual,
6903,SDGT,ABU HAFS THE MAURITANIAN,individual,
6904,SDGT,IBN AL-SHAYKH AL-LIBI,individual,
6905,SDGT,ABU ZUBAYDAH,individual,
6906,SDGT,ABD AL-HADI AL-IRAQI,individual,
6907,SDGT,THIRWAT SALAH SHIHATA,individual,
6908,SDGT,TARIQ ANWAR AL-SAYYID AHMAD,individual,
6909,SDGT,MUHAMMAD SALAH,individual,
6910,SDGT,MAKHTAB AL-KHIDAMAT/AL KIFAH,,
6911,SDGT,WAFA HUMANITARIAN ORGANIZATION,,
6912,SDGT,AL RASHID TRUST,,
6913,SDGT,MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY,,
6915,SDGT,ABDULLAH AHMED ABDULLAH,individual,
6916,SDGT,AHMED MOHAMMED HAMED ALI,individual,
6917,SDGT,ANAS AL-LIBY,individual,
6918,SDGT,AHMAD IBRAHIM AL-MUGHASSIL,individual,
6919,SDGT,ABDELKARIM HUSSEIN MOHAMED AL-NASSER,individual,
6920,SDGT,IBRAHIM SALIH MOHAMMED AL-YACOUB,individual,
6921,SDGT,ALI ATWA,individual,
6923,SDGT,ALI SAED BIN ALI EL-HOORIE,individual,
6924,SDGT,MUSTAFA MOHAMED FADHIL,individual,
6925,SDGT,AHMED KHALFAN GHAILANI,individual,
6926,SDGT,HASAN IZZ-AL-DIN,individual,
6927,SDGT,FAZUL ABDULLAH MOHAMMED,individual,
6928,SDGT,KHALID SHAIKH MOHAMMED,individual,
6931,SDGT,ABDUL RAHMAN YASIN,individual,
6932,SDGT,AL-HAMATI SWEETS BAKERIES,,
6935,"FTO,SDGT",JAISH-I-MOHAMMED,,
6936,SDGT,JAM'YAH TA'AWUN AL-ISLAMIA,,
6937,SDGT,RABITA TRUST,,
6938,SDGT,HAJI ABDUL MANAN AGHA,individual,
6939,SDGT,MUHAMMAD AL-HAMATI,individual,
6940,SDGT,AMIN AL-HAQ,individual,
6941,SDGT,SALIM AHMAD SALIM HAMDAN,individual,
6944,SDGT,SA'D ABDULLAH HUSSEIN AL-SHARIF,individual,
6945,SDGT,BILAL BIN MARWAN,individual,
6946,SDGT,AYADI CHAFIQ BIN MUHAMMAD,individual,
6947,SDGT,MAMOUN DARKAZANLI,individual,
6948,SDGT,RIAD HIJAZI,individual,
6949,SDGT,MUFTI RASHID AHMAD LADEHYANOY,individual,
6950,SDGT,OMAR MAHMOUD UTHMAN,individual,
6951,SDGT,TOHIR YULDASHEV,individual,
6953,SDGT,AL BARAKA EXCHANGE LLC,,
6954,SDGT,AL-BARAKAAT,,
6955,SDGT,AL-BARAKAAT BANK,,
6956,SDGT,AL-BARAKAAT BANK OF SOMALIA,,
6957,SDGT,AL-BARAKAAT GROUP OF COMPANIES SOMALIA LIMITED,,
6958,SDGT,AL-BARAKAT GLOBAL TELECOMMUNICATIONS,,
6964,SDGT,BARAKAAT GROUP OF COMPANIES,,
6968,SDGT,"BARAKAAT NORTH AMERICA, INC.",,
6969,SDGT,BARAKAAT RED SEA TELECOMMUNICATIONS,,
6970,SDGT,BARAKAAT TELECOMMUNICATIONS COMPANY LIMITED,,
6971,SDGT,"BARAKAAT TELECOMMUNICATIONS COMPANY SOMALIA, LIMITED",,
6972,SDGT,BARAKO TRADING COMPANY LLC,,
6975,SDGT,SOMALI INTERNET COMPANY,,
6982,SDGT,AHMED NUR ALI JIM'ALE,individual,
6983,SDGT,HUSSEIN MAHAMUD ABDULLKADIR,individual,
6991,SDGT,ABDULLAHI HUSSEIN KAHIE,individual,
7000,SDGT,ALI GHALEB HIMMAT,individual,
7006,SDGT,HASSAN DAHIR AWEYS,individual,
7008,SDGT,AL-BARAKAT INTERNATIONAL,,
7009,SDGT,AL-BARAKAT INVESTMENTS,,
7010,SDGT,HEYATUL ULYA,,
7011,SDGT,RED SEA BARAKAT COMPANY LIMITED,,
7012,SDGT,BARAKAT BANK AND REMITTANCES,,
7013,SDGT,BARAKAT COMPUTER CONSULTING,,
7014,SDGT,BARAKAT CONSULTING GROUP,,
7015,SDGT,BARAKAT GLOBAL TELEPHONE COMPANY,,
7016,SDGT,BARAKAAT INTERNATIONAL COMPANIES,,
7017,SDGT,BARAKAT POST EXPRESS,,
7018,SDGT,BARAKAT REFRESHMENT COMPANY,,
7021,SDGT,AL-BARAKAT FINANCE GROUP,,
7022,SDGT,AL-BARAKAT FINANCIAL HOLDING COMPANY,,
7023,SDGT,BARAKA TRADING COMPANY,,
7114,"SDGT,SDT",AL-AQSA ISLAMIC BANK,,
7115,"SDGT,SDT",BEIT EL-MAL HOLDINGS,,
7116,"SDGT,SDT",HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT,,
7132,SDGT,UMMAH TAMEER E-NAU,,
7133,SDGT,SULTAN BASHIR-UD-DIN MAHMOOD,individual,
7135,SDGT,ABDUL MAJEED,individual,
7138,SDGT,MOHAMMED TUFAIL,individual,
7140,"FTO,SDGT",LASHKAR E-TAYYIBA,,
7141,"FTO,SDGT",CONTINUITY IRA,,
7142,SDGT,FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP,,
7143,SDGT,LOYALIST VOLUNTEER FORCE,,
7144,SDGT,ORANGE VOLUNTEERS,,
7145,SDGT,RED HAND DEFENDERS,,
7146,SDGT,ULSTER DEFENCE ASSOCIATION,,
7148,SDGT,ABU BAKR AL-JAZIRI,individual,
7149,SDGT,REVIVAL OF ISLAMIC HERITAGE SOCIETY,,
7150,SDGT,ABD AL-MUHSIN AL-LIBI,individual,
7151,SDNTK,ACCESOS ELECTRONICOS S.A.DE C.V.,,
7152,SDNTK,"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",,
7153,SDNTK,"ADP, S.C.",,
7154,SDNTK,"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",,
7156,SDNTK,"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",,
7157,SDNTK,"FARMACIA VIDA SUPREMA, S.A. DE C.V.",,
7158,SDNTK,"FORPRES, S.C.",,
7160,SDNTK,GEX EXPLORE S. DE R.L. DE C.V.,,
7161,SDNTK,"OPERADORA VALPARK, S.A. DE C.V.",,
7162,SDNTK,"VALPARK, S.A. DE C.V.",,
7163,SDNTK,MIGUEL AGUILAR AMAO,individual,
7164,SDNTK,MANUEL AGUIRRE GALINDO,individual,
7166,SDNTK,ENEDINA ARELLANO FELIX,individual,
7167,SDNTK,MARIA ANTONIETA FREGOSO AMEZQUITA,individual,
7169,SDNTK,JOSE ALEJANDRO GIL GARCIA,individual,
7170,SDNTK,MARIA ELDA HERNANDEZ PULIDO,individual,
7172,SDNTK,GILBERTO MIJARES TRANCOSO,individual,
7173,SDNTK,LUIS IGNACIO MORENO MEDINA,individual,
7174,SDNTK,FRANCISCO JAVIER OROPEZA MEDRANO,individual,
7176,SDNTK,SERGIO HUMBERTO RAMIREZ AGUIRRE,individual,
7177,SDNTK,LUIS RAUL TOLEDO CARREJO,individual,
7178,SDGT,JAVIER ABAUNZA MARTINEZ,individual,
7179,SDGT,ITZIAR ALBERDI URANGA,individual,
7180,SDGT,ANGEL ALCALDE LINARES,individual,
7181,SDGT,MIGUEL ALBISU IRIARTE,individual,
7182,SDGT,EUSEBIO ARZALLUS TAPIA,individual,
7183,SDGT,PAULO ELCORO AYASTUY,individual,
7184,SDGT,ANTONIO AGUSTIN FIGAL ARRANZ,individual,
7185,SDGT,ENEKO GOGEASCOECHEA ARRONATEGUI,individual,
7186,SDGT,CRISTINA GOIRICELAYA GONZALEZ,individual,
7187,SDGT,MARIA SOLEDAD IPARRAGUIRRE GUENECHEA,individual,
7188,SDGT,GRACIA MORCILLO TORRES,individual,
7189,SDGT,AINHOA MUGICA GONI,individual,
7190,SDGT,ALONA MUNOA ORDOZGOITI,individual,
7191,SDGT,JUAN JESUS NARVAEZ GONI,individual,
7192,SDGT,JUAN ANTONIO OLARRA GURIDI,individual,
7193,SDGT,ZIGOR ORBE SEVILLANO,individual,
7194,SDGT,MIKEL OTEGUI UNANUE,individual,
7195,SDGT,JON INAKI PEREZ ARAMBURU,individual,
7196,SDGT,CARLOS SAEZ DE EGUILAZ MURGUIONDO,individual,
7197,SDGT,KEMEN URANGA ARTOLA,individual,
7198,SDGT,FERMIN VILA MICHELENA,individual,
7199,SDGT,AL-HARAMAIN ISLAMIC FOUNDATION,,
7200,"FTO,SDGT,SDT",AL-AQSA MARTYRS BRIGADE,,
7201,SDGT,THE AID ORGANIZATION OF THE ULEMA,,
7203,SDGT,MOHAMED BEN BELGACEM AOUADI,individual,
7204,SDGT,LASED BEN HENI,individual,
7205,SDGT,MOKHTAR BOUCHOUCHA,individual,
7207,SDGT,ABDELKADER MAHMOUD ES SAYED,individual,
7208,SDGT,SAMI BEN KHEMAIS ESSID,individual,
7209,SDGT,KHALID ABD AL-RAHMAN HAMD AL-FAWAZ,individual,
7210,SDGT,ABU HAMZA AL-MASRI,individual,
7211,SDGT,IVAN APAOLAZA SANCHO,individual,
7212,SDGT,ISMAEL BERASATEGUI ESCUDERO,individual,
7213,SDGT,LEXURI GALLASTEGUI SODUPE,individual,
7214,SDGT,GORKA PALACIOS ALDAY,individual,
7215,SDGT,ASIER QUINTANA ZORROZUA,individual,
7216,SDGT,JUAN LUIS RUBENACH ROIG,individual,
7217,SDGT,MANEX ZUBIAGA BRAVO,individual,
7219,SDGT,ASKATASUNA,,
7220,SDNTK,LUIS FERNANDO DA COSTA,individual,
7221,SDNTK,EDUARDO GONZALEZ QUIRARTE,individual,
7222,SDNTK,HAJI IBRAHIM,individual,
7223,SDNTK,SAMUEL KNOWLES,individual,
7224,SDNTK,ODED TUITO,individual,
7225,SDNTK,MARIO ERNESTO VILLANUEVA MADRID,individual,
7226,SDNTK,ISMAEL ZAMBADA GARCIA,individual,
7227,SDGT,BABBAR KHALSA INTERNATIONAL,,
7228,SDGT,INTERNATIONAL SIKH YOUTH FEDERATION,,
7234,"FTO,SDGT",NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,,
7235,SDGT,JOSE MARIA SISON,individual,
7251,SDGT,ADEL BEN SOLTANE,individual,
7252,SDGT,NABIL BEN MOHAMED BEN ALI BEN ATTIA,individual,
7253,SDGT,YASSINE CHEKKOURI,individual,
7254,SDGT,RIADH BEN BELKASSEM BEN MOHAMED JELASSI,individual,
7255,SDGT,MEHDI KAMMOUN,individual,
7256,SDGT,SAMIR KISHK,individual,
7257,SDGT,TAREK BEN HABIB BEN AL-TOUMI MAAROUFI,individual,
7258,SDGT,ABDELHALIM REMADNA,individual,
7259,SDGT,MANSOUR THAER,individual,
7260,SDGT,AL-AZHAR BEN AMMAR BEN ABADALLAH TLILI,individual,
7261,SDGT,HABIB WADDANI,individual,
7262,SDGT,EASTERN TURKISTAN ISLAMIC MOVEMENT,,
7263,SDGT,WA'EL HAMZA ABD AL-FATAH JULAIDAN,individual,
7264,SDGT,SAID BAHAJI,individual,
7265,SDGT,RAMZI MOHAMMED ABDULLAH BINALSHIBH,individual,
7266,SDGT,MOUNIR EL MOTASSADEQ,individual,
7267,SDGT,ZAKARYA ESSABAR,individual,
7268,SDGT,TUNISIAN COMBAT GROUP,,
7269,SDGT,"GLOBAL RELIEF FOUNDATION, INC.",,
7270,SDGT,"GLOBAL RELIEF FOUNDATION, INC.",,
7271,SUDAN,COPTRADE ENG AND AUTOMOBILE SERVICES CO LTD.,,
7272,SUDAN,NATIONAL CIGARETTES CO. LTD.,,
7273,SUDAN,NATIONAL ELECTRICITY CORPORATION,,
7274,SUDAN,POSTS AND TELEGRAPHS PUBLIC CORPORATION,,
7275,SUDAN,SUDANESE FREE ZONES AND MARKETS COMPANY,,
7276,SUDAN,SUDAN NATIONAL BROADCASTING CORPORATION,,
7277,SUDAN,"SUDAN TEA COMPANY, LTD.",,
7278,SUDAN,SUDANESE PETROLEUM CORPORATION,,
7279,SUDAN,SUGAR AND DISTILLING INDUSTRY CORPORATION,,
7280,"FTO,SDGT",JEMAA ISLAMIYAH,,
7281,SDNT,LUIS HERNANDO GOMEZ BUSTAMANTE,individual,
7282,SDNT,DIEGO LEON MONTOYA SANCHEZ,individual,
7283,SDNT,AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.,,
7284,SDNT,AGROPECUARIA MIRALINDO S.A.,,
7285,SDNT,ARIZONA S.A.,,
7286,SDNT,GANADERIA EL VERGEL LTDA.,,
7287,SDNT,GANADERIAS BILBAO LTDA.,,
7288,SDNT,INMOBILIARIA EL ESCORIAL LTDA.,,
7289,SDNT,INMOBILIARIA LINARES LTDA.,,
7290,SDNT,INMOBILIARIA PASADENA LTDA.,,
7291,SDNT,INVERSIONES LA QUINTA Y CIA. LTDA.,,
7292,SDNT,LADRILLERA LA CANDELARIA LTDA.,,
7293,SDNT,MONTOYA LUNA E HIJOS Y CIA. S.C.S.,,
7294,SDNT,ORGANIZACION LUIS HERNANDO GOMEZ BUSTAMANTE Y CIA S.C.S.,,
7295,SDNT,VISCAYA LTDA.,,
7302,SDNT,LAURA VICTORIA GOMEZ APONTE,individual,
7303,SDNT,VIVIANA GOMEZ GOMEZ,individual,
7304,SDNT,OLGA CECILIA GOMEZ JARAMILLO,individual,
7305,SDNT,CARLOS ANDRES HENAO GONZALEZ,individual,
7306,SDNT,LINA MARCELA HENAO GONZALEZ,individual,
7307,SDNT,OLGA PATRICIA HENAO GONZALEZ,individual,
7308,SDNT,JAIRO JOSE HURTADO ROMERO,individual,
7311,SDNT,JOHN JAIRO MENDEZ SALAZAR,individual,
7313,SDNT,EUGENIO MONTOYA SANCHEZ,individual,
