ent_num,program,sdn_name,sdn_type,title
16662,UKRAINE-EO13661,LEONID SLUTSKY,individual,State Duma Deputy; Chairman of the Committee on Affairs of the Commonwealth of Independent States (CIS); First Deputy Chairman of the Committee on International Affairs
16663,UKRAINE-EO13660,VIKTOR MEDVEDCHUK,individual,
16664,UKRAINE-EO13661,VIKTOR ALEKSEEVICH OZEROV,individual,Chairman of the Security and Defense Federation Council of the Russian Federation
16665,UKRAINE-EO13661,VLADIMIR MICHAILOVICH DZHABAROV,individual,First Deputy Chairman of the International Affairs Committee of the Federation Council of the Russian Federation
16666,UKRAINE-EO13661,GENNADY TIMCHENKO,individual,
16667,UKRAINE-EO13661,VLADIMIR IVANOVICH YAKUNIN,individual,President of OJSC Russian Railways
16668,UKRAINE-EO13661,SERGEI VLADIMIROVICH ZHELEZNYAK,individual,Deputy Speaker of the State Duma of the Russian Federation
16669,UKRAINE-EO13661,ARKADY ROTENBERG,individual,
16670,UKRAINE-EO13661,SERGEI MIKHAILOVICH MIRONOV,individual,Member of the Council of the State Duma; Leader of A Just Russia Party; Member of the State Duma Committee on Housing Policy and Housing and Communal Services
16671,UKRAINE-EO13661,BORIS ROTENBERG,individual,
16672,UKRAINE-EO13661,EVGENI VIKTOROVICH BUSHMIN,individual,Deputy Speaker of the Federation Council of the Russian Federation; Chairman of the Council of the Federation Budget and Financial Markets Committee
16673,UKRAINE-EO13661,NIKOLAI IVANOVICH RYZHKOV,individual,"Senator in the Russian Upper House of Parliament; Member of the Committee for Federal Issues, Regional Politics and the North of the Federation Council of the Russian Federation"
16674,UKRAINE-EO13661,ALEKSANDR BORISOVICH TOTOONOV,individual,"Member of the Committee on Culture, Science, and Information, Federation Council of the Russian Federation"
16675,UKRAINE-EO13661,OLEG EVGENEVICH PANTELEEV,individual,First Deputy Chairman of the Committee on Parliamentary Issues
16676,UKRAINE-EO13661,ANDREI ALEXANDROVICH FURSENKO,individual,Aide to the President of the Russian Federation
16677,UKRAINE-EO13661,VLADIMIR IGOREVICH KOZHIN,individual,Head of Administration of the President of the Russian Federation
16678,UKRAINE-EO13660,ALEKSEI MIKHAILOVICH CHALIY,individual,Mayor of Sevastopol; Chairman of the Coordination Council for the Establishment of the Sevastopol Municipal Administration
16680,UKRAINE-EO13661,YURI VALENTINOVICH KOVALCHUK,individual,
16681,UKRAINE-EO13661,BANK ROSSIYA,,
16683,UKRAINE-EO13661,IGOR DMITRIEVICH SERGUN,individual,Lieutenant General; Chief of the Main Directorate of the General Staff (GRU); Deputy Chief of the General Staff
16685,UKRAINE-EO13661,SERGEI CHEMEZOV,individual,
16688,UKRAINE-EO13661,SERGEI IVANOV,individual,Chief of Staff of the Presidential Executive Office
16689,UKRAINE-EO13661,ALEXEI GROMOV,individual,First Deputy Chief of Staff of the Presidential Executive Office; First Deputy Head of Presidential Administration; First Deputy Presidential Chief of Staff
16690,UKRAINE-EO13661,VICTOR PETROVICH IVANOV,individual,Director of the Federal Drug Control Service of the Russian Federation (FSKN)
16691,UKRAINE-EO13661,SERGEY YEVGENYEVICH NARYSHKIN,individual,Chairman of the State Duma of the Russian Federation
16692,UKRAINE-EO13661,IGOR SECHIN,individual,
16696,DRCONGO,ALLIED DEMOCRATIC FORCES,,
16709,UKRAINE-EO13661,DMITRY KOZAK,individual,Deputy Prime Minister of the Russian Federation
16712,UKRAINE-EO13661,ALEKSEI KONSTANTINOVICH PUSHKOV,individual,Chairman of State Duma Committee on International Affairs
16713,SDNTK,FRANCISCO DE FATIMA FREDERICO BARROS,individual,
16714,UKRAINE-EO13661,VYACHESLAV VOLODIN,individual,First Deputy Chief of Staff of the Presidential Executive Office
16715,UKRAINE-EO13660,PYOTR ANATOLIYOVYCH ZIMA,individual,Head of the Crimean SBU (Security Service of Ukraine)
16723,CAR,FRANCOIS BOZIZE,individual,Former President of the Central African Republic
16724,CAR,NOUREDDINE ADAM,individual,General; Former Minister of Public Security
16725,CAR,ABDOULAYE MISKINE,individual,General
16726,CAR,LEVI YAKITE,individual,Anti-Balaka Political Coordinator
16727,SDNTK,GERMAN ALBERTO PEREZ OCAMPO,individual,
16728,SDNTK,SANTIAGO PEREZ OCAMPO,individual,
16731,SDNTK,COMPRA VENTA GERPEZ,,
16733,UKRAINE-EO13661,EVGENIY ALEKSEYEVICH MUROV,individual,Director of the Federal Protective Service of the Russian Federation; Army General
16736,UKRAINE-EO13660,CHERNOMORNEFTEGAZ,,
16737,UKRAINE-EO13660,SERHIY ARBUZOV,individual,Former First Deputy Prime Minister of Ukraine
16740,TCO,FRANCESCO BARBATO,individual,
16744,TCO,NICOLA PANARO,individual,
16745,TCO,SEBASTIANO PANARO,individual,
16749,TCO,NICOLA SCHIAVONE,individual,
16750,TCO,VINCENZO SCHIAVONE,individual,
16752,CAR,MICHEL DJOTODIA,individual,
16753,UKRAINE-EO13660,RUSTAM ILMIROVICH TEMIRGALIEV,individual,Deputy Chairman of the Council of Ministers of Crimea; Crimean Deputy Prime Minister
16754,ZIMBABWE,SAM PA,individual,
16755,UKRAINE-EO13660,YURIY GENNADIEVYCH ZHEREBTSOV,individual,Counselor to the Speaker of the Crimean Rada
16756,ZIMBABWE,JIMMY ZERENIE,individual,
16757,UKRAINE-EO13660,VALERY KIRILLOVICH MEDVEDEV,individual,Chair of the Sevastopol Electoral Commission
16758,ZIMBABWE,SINO ZIM DEVELOPMENT (PVT) LTD,,
16759,UKRAINE-EO13660,MIKHAIL GRIGOREVICH MALYSHEV,individual,Chair of the Crimea Electoral Commission
16760,UKRAINE-EO13660,SERGEY PAVLOVICH TSEKOV,individual,
16762,UKRAINE-EO13660,MYKOLA YANOVYCH AZAROV,individual,Former Prime Minister of Ukraine
16763,"FTO,SDGT",ANSAR BAYT AL-MAQDIS,,
16765,SDNTK,JUAN PABLO UPEGUI GALLEGO,individual,
16767,SDNTK,MARGARITA ZULAY GALLEGO ORREGO,individual,
16768,SDNTK,ADRIANA MARIA RUIZ MADRID,individual,
16769,SDNTK,GILDARDO DE JESUS BEDOYA LOPEZ,individual,
16774,UKRAINE-EO13661,OLEG EVGENYEVICH BELAVENCEV,individual,Russian Presidential Envoy to the Crimean District; Member of the Russian Security Council
16775,ZIMBABWE,TOBAIWA MUDEDE,individual,Registrar General
16776,SDNTK,JORGE ALBERTO PLATA MCNULTY,individual,
16777,SDNTK,VIELKA JUDITH MARTINEZ LASSO,individual,
16778,SDNTK,MARGARITA INES PEREZ FABREGA,individual,
16779,SDNTK,MARIA JANETTE MORAN SANCHEZ,individual,
16780,TCO,JENNY JUDITH CORADO PORTILLO,individual,
16782,SDNTK,"BEAUTY STATION, S.A.",,
16783,SDNTK,"BERLIN INDUSTRIES, CORP.",,
16784,SDNTK,IGNACIO EDUARDO PLATA RIVERA,individual,
16785,SDNTK,BERLIN INTERNACIONAL S.A.,,
16786,SDNTK,BIESTRA S.A.,,
16787,SDNTK,"C M F INTERNACIONAL, INC.",,
16788,SDNTK,"EURO FINANCING, CORP.",,
16789,SDNTK,JIBRAN DELAROSA RAMOS,individual,
16790,SDNTK,EUROCAMBIO INVESTMENT S.A.,,
16791,SDNTK,FAUSSE ISSA Y CIA. S. EN C.,,
16792,SDNTK,FUNDACION H.M.M.,,
16793,SDNTK,ALI HASSAN CHEAITELLY SAHELI,individual,
16794,SDNTK,"GCH & SONS CO., INC.",,
16795,SDNTK,GLOBANTY S.A.S.,,
16796,SDNTK,INMOBILIARIA DAVITOV S.A.,,
16797,SDNTK,INVERSIONES OMEGA INTERNACIONAL S.A.,,
16798,SDNTK,INVERSIONES TROL PANAMA S.A.,,
16799,SDNTK,MARYLU OMEARA NAVARRO,individual,
16800,SDNTK,LILIANA ESQUENAZI M. & CIA. S. C. S.,,
16801,SDNTK,NETLLUX MOVIL S.A. DE C.V.,,
16802,SDNTK,RESTAURANTE BEIRUT MEXICO S.A. DE C.V.,,
16803,SDNTK,"THEA HOLDING & CO., INC.",,
16805,SDNTK,"YORUMA SHIPPING COMPANY, S.A.",,
16806,UKRAINE-EO13661,VOLGA GROUP,,
16807,UKRAINE-EO13661,TRANSOIL,,
16809,UKRAINE-EO13661,AQUANIKA,,
16810,UKRAINE-EO13661,INVESTCAPITALBANK,,
16811,UKRAINE-EO13661,CJSC ZEST,,
16812,UKRAINE-EO13661,JSB SOBINBANK,,
16813,SDNTK,ALENKA KARNER,individual,
16814,SDNTK,MATEVZ KARNER,individual,
16815,SDNTK,UROS SLIVNIK,individual,
16817,SDNTK,YONGAN HU,individual,
16818,SDNTK,JICHENG ZHANG,individual,
16819,SDNTK,GUOYING WANG,individual,
16824,UKRAINE-EO13661,SAKHATRANS LLC,,
16825,UKRAINE-EO13661,AVIA GROUP LLC,,
16826,UKRAINE-EO13661,AVIA GROUP NORD LLC,,
16828,UKRAINE-EO13661,STROYGAZMONTAZH,,
16829,UKRAINE-EO13661,SMP BANK,,
16830,UKRAINE-EO13661,STROYTRANSGAZ HOLDING,,
16831,UKRAINE-EO13661,STROYTRANSGAZ GROUP,,
16832,UKRAINE-EO13661,STROYTRANSGAZ OJSC,,
16833,UKRAINE-EO13661,STROYTRANSGAZ-M LLC,,
16834,UKRAINE-EO13661,STROYTRANSGAZ LLC,,
16835,UKRAINE-EO13661,THE LIMITED LIABILITY COMPANY INVESTMENT COMPANY ABROS,,
16836,SDNTK,BAMEX LIMITED,,
16837,SDNTK,NORTHSTAR TRADING CORPORATION,,
16838,SDNTK,KALLIOPE LIMITED,,
16839,SDNTK,PANYA AG,,
16840,SDNTK,MERIDEIS D.O.O.,,
16841,SDNTK,VELINVESTMENT D.O.O.,,
16842,SDNTK,PALEA D.O.O.,,
16843,SDNTK,SIS D.O.O.,,
16844,EO13645,MOHAMED SAEED AL AQILI,individual,"Vice Chairman and Chief Executive Officer, Al Aqili Group LLC"
16845,EO13645,AL AQILI GROUP LLC,,
16846,"NPWMD,IFSR",SUCCESS MOVE LTD.,,
16847,"NPWMD,IFSR","DALIAN ZHONGCHUANG CHAR-WHITE CO., LTD.",,
16848,"NPWMD,IFSR",TEREAL INDUSTRY AND TRADE LIMITED,,
16849,"NPWMD,IFSR",DALIAN ZHENGHUA MAOYI YOUXIAN GONGSI,,
16850,"NPWMD,IFSR","KARAT INDUSTRY CO., LTD.",,
16851,"NPWMD,IFSR",MTTO INDUSTRY AND TRADE LIMITED,,
16852,"NPWMD,IFSR","SINOTECH INDUSTRY CO., LTD.",,
16853,"NPWMD,IFSR",SINOTECH DALIAN CARBON AND GRAPHITE MANUFACTURING CORPORATION,,
16854,"NPWMD,IFSR",SAZEH MORAKAB CO. LTD,,
16855,"NPWMD,IFSR",ALI GHOLAMI,individual,Managing Director
16856,"NPWMD,IFSR",MARZIEH BOZORG,individual,Commercial Director
16857,SDNTK,SAVO STJEPANOVIC,individual,
16858,SDNTK,PABAS HOLDING CORP.,,
16859,SDNTK,NORTH GROUP HOLDING CORP.,,
16860,SYRIA,TEMPBANK,,
16861,SYRIA,MIKHAIL GEORGIEVICH GAGLOEV,individual,"Chairman of the Management Committee, Tempbank"
16862,UKRAINE-EO13661,FEDERAL STATE UNITARY ENTERPRISE STATE RESEARCH AND PRODUCTION ENTERPRISE BAZALT,,
16864,UKRAINE-EO13661,KONSTRUKTORSKOE BYURO PRIBOROSTROENIYA OTKRYTOE AKTSIONERNOE OBSHCHESTVO,,
16865,UKRAINE-EO13661,JOINT-STOCK COMPANY CONCERN ALMAZ-ANTEY,,
16867,EO13645,ANWAR KAMAL NIZAMI,individual,"Accounts Manager, First Furat Trading LLC"
16868,UKRAINE-EO13661,JOINT STOCK COMPANY CONCERN RADIO-ELECTRONIC TECHNOLOGIES,,
16869,UKRAINE-EO13661,JOINT STOCK COMPANY CONCERN SOZVEZDIE,,
16884,UKRAINE-EO13661,JOINT STOCK COMPANY MILITARY-INDUSTRIAL CORPORATION NPO MASHINOSTROYENIA,,
16885,UKRAINE-EO13661,URALVAGONZAVOD,,
16886,UKRAINE-EO13661,UNITED SHIPBUILDING CORPORATION,,
16900,SDNTK,DANIEL MAURICE LOUIE,individual,
16901,SDNTK,KEVIN GIM LOUIE,individual,
16902,SDNTK,FRANCINE DENISE LOUIE,individual,
16903,SDNTK,TRAMAYNE JOHN PRIMUS,individual,
16904,SDNTK,SOURCE1HERBS,,
16905,SDNTK,RESEARCH FX CONSULTANTS LIMITED,,
16906,SDNTK,LEADING EDGE SOURCING CORPORATION,,
16907,SDNTK,"BOYLE CHEMICAL CO., LTD.",,
16908,SYRIA,BANIAS REFINERY COMPANY,,
16909,SYRIA,HOMS REFINERY COMPANY,,
16910,"SOUTH,SUDAN",JAMES KOANG CHUOL,individual,Major General
16911,UKRAINE-EO13661,KALASHNIKOV CONCERN,,
16912,"SOUTH,SUDAN",PETER GADET,individual,General
16913,SDNTK,"BONA-HABITAT, S.A. DE C.V.",,
16914,SDNTK,JOSE AVINA BRIBIESCA,individual,
16915,SDNTK,JANETTE ILIANA GONZALEZ LINARES,individual,
16916,SDNTK,IGNACIO GONZALEZ HERNANDEZ,individual,
16917,UKRAINE-EO13661,SERGEI IVANOVICH NEVEROV,individual,Deputy Chairman of the State Duma of the Russian Federation; Member of the State Duma Committee on Housing Policy and Housing and Communal Services
16934,UKRAINE-EO13660,SERGEI IVANOVICH MENYAILO,individual,Acting Governor of Sevastopol
16935,UKRAINE-EO13660,VYACHESLAV PONOMARYOV,individual,
16936,UKRAINE-EO13660,VALERY VLADIMIROVICH KAUROV,individual,
16937,"FTO,SDGT",AL-NUSRAH FRONT,,
16938,UKRAINE-EO13661,OLEG GENRIKHOVICH SAVELYEV,individual,Minister for Crimean Affairs
16943,UKRAINE-EO13660,ANDREY YEVGENYEVICH PURGIN,individual,
16949,UKRAINE-EO13660,OLEG GRIGORIEVICH KOZYURA,individual,Head of the Office of the Federal Migration Service in the City of Sevastopol
16952,SDNTK,ENVIGADO FUTBOL CLUB S.A.,,
16953,SDNTK,CENTRO DE DIAGNOSTICO AUTOMOTOR DEL SUR LTDA.,,
16954,SDNTK,ENFARRADOS COMPANY S.A.S.,,
16955,SDNTK,CAFETERIA ENVICENTRO,,
16956,SDNTK,TIENDAS MARGOS,,
16957,UKRAINE-EO13660,FEODOSIYA ENTERPRISE,,
16958,UKRAINE-EO13660,DENIS PUSHILIN,individual,
16960,UKRAINE-EO13661,SERGEY BESEDA,individual,Commander of the Fifth Service of the FSB; Commander of the Service for Operational Information and International Communications of the FSB; FSB Colonel General; Colonel-General
16961,UKRAINE-EO13660,IGOR VSEVOLODOVICH GIRKIN,individual,
16962,UKRAINE-EO13660,VALERY BOLOTOV,individual,
16966,SDNTK,OSCAR ALONSO ECHEVERRI PAREJA,individual,
16968,SDNTK,COLOMBIANA DE BIOCOMBUSTIBLES S.A.,,
16969,SDNTK,REPRESENTACIONES MIDAS,,
16971,SDNTK,CARYTES ENCANTO Y BELLEZA,,
16972,SDNTK,ACUAMATERIALES Y CIA. LIMITADA,,
16974,SDNTK,EDWARD GARCIA ARBOLEDA,individual,
16984,TCO,FRANCESCO BIDOGNETTI,individual,
16985,SDNTK,LA TIENDA DE MINGO,,
16990,SDNTK,INVERSIONES C.P.C.L. Y CIA. S. EN C.S.,,
16991,SDGT,SHAWKI ALI AHMED AL-BADANI,individual,
16992,TCO,ADAM SULTANOVICH DELIMKHANOV,individual,
16993,TCO,FRANCESCO SCHIAVONE,individual,
16994,SDGT,MUHAMMAD HUSSEIN GILL,individual,
16995,SDGT,NAZIR AHMAD CHAUDHRY,individual,
16996,NPWMD,EXPERT PARTNERS,,
16997,NPWMD,MEGATRADE,,
17005,SYRIA,PANGATES INTERNATIONAL CORPORATION LIMITED,,
17019,UKRAINE-EO13660,DONBASS PEOPLE'S MILITIA,,
17023,UKRAINE-EO13660,LUHANSK PEOPLE'S REPUBLIC,,
17024,UKRAINE-EO13660,ALEKSANDR BORODAI,individual,
17025,SDNTK,JUAN CARLOS MESA VALLEJO,individual,
17028,SDNTK,JESUS DAVID HERNANDEZ GRISALES,individual,
17029,SDNTK,FREYNER ALFONSO RAMIREZ GARCIA,individual,
17030,SDNTK,RUBIEL MEDINA CARDONA,individual,
17031,SDNTK,JULIAN ANDREY GONZALEZ VASQUEZ,individual,
17032,SDNTK,EDINSON RODOLFO ROJAS,individual,
17034,SDGT,KAMEL MOHAMAD AMHAZ,individual,"President and Chief Executive Officer, Stars Group Holding"
17035,SDGT,ISSAM MOHAMAD AMHAZ,individual,"Chairman, Stars Group Holding; General Manager, Teleserveplus"
17036,SDGT,AYMAN IBRAHIM,individual,"General Manager, Unique Stars Mobile Phones LLC"
17037,SDGT,ALI ZEAITER,individual,"General Manager, Stars International Ltd"
17038,SDGT,HANNA ELIAS KHALIFEH,individual,
17039,SDGT,STARS GROUP HOLDING,,
17040,SDGT,UNIQUE STARS MOBILE PHONES LLC,,
17041,SDGT,STARS INTERNATIONAL LTD,,
17042,SDGT,STARS COMMUNICATIONS LTD,,
17043,SDGT,TELESERVE PLUS SAL,,
17044,SDGT,STARS COMMUNICATIONS OFFSHORE SAL,,
17045,SDGT,FASTLINK SARL,,
17048,SDGT,ANDERS CAMEROON OSTENSVIG DALE,individual,
17049,SDNTK,DIEGO ALBERTO MUNOZ AGUDELO,individual,
17050,SDNTK,DIDIER DE JESUS RIOS LOPEZ,individual,
17063,UKRAINE-EO13661,IGOR SHCHEGOLEV,individual,Aide to the President of the Russian Federation
17065,UKRAINE-EO13660,DONETSK PEOPLE'S REPUBLIC,,
17066,SDGT,ABU MOHAMMED AL-ADNANI,individual,
17067,DPRK,CHONGCHONGANG SHIPPING COMPANY LIMITED,,
17068,DPRK,OCEAN MARITIME MANAGEMENT COMPANY LIMITED,,
17069,DPRK,CHONG CHON GANG,vessel,
17083,UKRAINE-EO13660,IGOR NIKOLAYEVICH BEZLER,individual,
17084,DPRK,AM NOK GANG,vessel,
17085,DPRK,BAEK MA KANG,vessel,
17086,DPRK,DAI HONG DAN,vessel,
17087,DPRK,HWANG GUM SAN 2,vessel,
17088,DPRK,HYOK SIN 2,vessel,
17089,DPRK,JANG JA SAN CHONG NYON HO,vessel,
17090,DPRK,JON JIN 2,vessel,
17091,DPRK,DOK CHON,vessel,
17092,DPRK,MU DU BONG,vessel,
17093,DPRK,O UN CHONG NYON HO,vessel,
17094,DPRK,PO THONG GANG,vessel,
17095,DPRK,PHO THAE,vessel,
17096,DPRK,PI RUY GANG,vessel,
17097,SDNTK,DEJAN DONKO,individual,
17098,SDNTK,SAGAX INVESTMENT GROUP LTD.,,
17099,SDNTK,KARNER D.O.O. LJUBLJANA,,
17100,SDNTK,AMMERSHAM COMMERCIAL VENTURES LIMITED,,
17101,SDNTK,PANACEA INTERNATIONAL LTD.,,
17102,DPRK,RAK WON 2,vessel,
17103,DPRK,RYONG GANG 2,vessel,
17104,DPRK,RYONG GUN BONG,vessel,
17105,DPRK,TAE DONG GANG,vessel,
17110,SDNTK,CESAR GASTELUM SERRANO,individual,
17111,SDNTK,JAIME GASTELUM SERRANO,individual,
17112,SDNTK,ALFREDO GASTELUM SERRANO,individual,
17113,SDNTK,GUADALUPE CANDELARIO GASTELUM SERRANO,individual,
17117,SDNTK,FELIX ALBERTO ISAZA SANCHEZ,individual,
17118,SDNTK,NELSON DARIO ISAZA SANCHEZ,individual,
17119,SDNTK,CARLOS ARTURO ARREDONDO ORTIZ,individual,
17120,SDNTK,LUIS FERNANDO GUTIERREZ RESTREPO,individual,
17123,UKRAINE-EO13660,MIROSLAV VLADIMIROVICH RUDENKO,individual,
17146,SDNTK,FELIPE CABRERA SARABIA,individual,
17147,SDNTK,ALEJANDRO CABRERA SARABIA,individual,
17148,SDNTK,JOSE LUIS CABRERA SARABIA,individual,
17150,SDGT,HAJI BASIR AND ZARJMIL COMPANY HAWALA,,
17151,SDGT,HAJI ABDUL BASIR,individual,
17152,SDGT,QARI RAHMAT,individual,
17154,IRAN,KHAVARMIANEH BANK,,
17155,IRAN,GHAVAMIN BANK,,
17156,IRAN,GHARZOLHASANEH RESALAT BANK,,
17157,IRAN,KISH INTERNATIONAL BANK,,
17158,IRAN,KAFOLATBANK,,
17159,SDNTK,ALEJANDRA ARAUJO URIARTE,individual,
17163,UKRAINE-EO13660,OLEH ANATOLIEVICH TSARYOV,individual,
17164,SDGT,MUHAMMAD IQBAL,individual,
17165,SDGT,ASMA MONEY EXCHANGERS,,
17166,SDGT,'ABD AL-RAHMAN KHALAF 'UBAYD JUDAY' AL-'ANIZI,individual,
17174,SDGT,SHAFI SULTAN MOHAMMED AL-AJMI,individual,
17175,SDGT,HAJJAJ FAHD HAJJAJ MUHAMMAD SHABIB AL-'AJMI,individual,
17176,UKRAINE-EO13660,DMITRY SERGEYEVICH NEKLYUDOV,individual,
17177,UKRAINE-EO13660,FEDOR BEREZIN,individual,
17184,EO13645,ABDELHAK KADDOURI,individual,
17185,SDGT,SAID ARIF,individual,
17187,"FTO,SDGT",MUJAHIDIN SHURA COUNCIL IN THE ENVIRONS OF JERUSALEM,,
17188,UKRAINE-EO13660,ALEXANDER KHRYAKOV,individual,
17189,SDGT,HAMID HAMAD HAMID AL-'ALI,individual,
17206,SDNTK,ROBIREPUESTOS,,
17207,SDNTK,IMPORTADORA MARENOL LIMITADA,,
17208,SDGT,ABDUL MOHSEN ABDULLAH IBRAHIM AL-SHARIKH,individual,
17209,EO13645,FAYLACA PETROLEUM,,
17211,EO13622,HOSSEIN ZEIDI,individual,
17212,EO13622,SEYED KAMAL YASINI,individual,
17213,"NPWMD,IFSR",MOHAMMAD JAVAD IMANIRAD,individual,
17214,"NPWMD,IFSR",ARMAN IMANIRAD,individual,
17215,UKRAINE-EO13660,ALEXANDER ZAKHARCHENKO,individual,
17216,EO13645,MUZAFFER POLAT,individual,
17218,EO13645,SEYEDEH HANIEH SEYED NASSER MOHAMMAD SEYYEDI,individual,
17219,EO13622,BELFAST GENERAL TRADING LLC,,
17220,EO13622,AZIZULLAH ASADULLAH QULANDARY,individual,
17221,"NPWMD,IFSR",NUCLEAR SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE,,
17222,EO13622,ASIA BANK,,
17223,"NPWMD,IFSR",THE ORGANIZATION OF DEFENSIVE INNOVATION AND RESEARCH,,
17224,SDNTK,GARCES Y BEDOYA CIA. LTDA,,
17225,"SDGT,IFSR",SAYYED JABAR HOSSEINI,individual,
17226,"SDGT,IFSR",CASPIAN AIRLINES,,
17227,"SDGT,IFSR",MERAJ AIR,,
17228,"SDGT,IFSR",ASIAN AVIATION LOGISTICS COMPANY LIMITED,,
17229,"SDGT,IFSR",PIONEER LOGISTICS,,
17230,"NPWMD,IFSR",NEFERTITI SHIPPING COMPANY,,
17231,EO13645,KATERINA 1,vessel,
17232,EO13645,GAS CAMELLIA,vessel,
17233,EO13645,TESS,vessel,
17234,EO13645,NAMI,vessel,
17235,EO13645,MARIA,vessel,
17236,EO13645,SUN OCEAN,vessel,
17237,"NPWMD,IFSR",JAHAN TECH ROOYAN PARS,,
17238,"NPWMD,IFSR",MANDEGAR BASPAR KIMIYA COMPANY,,
17239,ISA,DETTIN SPA,,
17240,ISA,GOLDENTEX FZE,,
17241,UKRAINE-EO13660,NIKOLAI KOZITSYN,individual,
17242,SYRIA,AGRICULTURAL COOPERATIVE BANK,,
17243,SYRIA,INDUSTRIAL BANK,,
17244,SYRIA,SAVING BANK,,
17245,SYRIA,POPULAR CREDIT BANK,,
17246,UKRAINE-EO13660,PETR SAVCHENKO,individual,
17247,UKRAINE-EO13660,"PROFAKTOR, TOV",,
17249,UKRAINE-EO13661,OAO 'DOLGOPRUDNY RESEARCH PRODUCTION ENTERPRISE',,
17251,UKRAINE-EO13661,JSC V. TIKHOMIROV SCIENTIFIC RESEARCH INSTITUTE OF INSTRUMENT DESIGN,,
17255,UKRAINE-EO13661,"MYTISHCHINSKI MASHINOSTROITELNY ZAVOD, OAO",,
17256,UKRAINE-EO13660,PAVEL GUBAREV,individual,
17258,UKRAINE-EO13661,JOINT STOCK COMPANY ALMAZ-ANTEY AIR DEFENSE CONCERN MAIN SYSTEM DESIGN BUREAU NAMED BY ACADEMICIAN A.A. RASPLETIN,,
17259,UKRAINE-EO13661,KALININ MACHINE PLANT JSC,,
17261,UKRAINE-EO13660,NATALIA VLADIMIROVNA POKLONSKAYA,individual,Prosecutor of Crimea
17265,UKRAINE-EO13660,VLADIMIR ANTYUFEYEV,individual,
17266,SYRIA,BATOUL RIDA,individual,
17267,"SOUTH,SUDAN",SANTINO DENG WOL,individual,Major General; Sudan People's Liberation Army Third Division Commander
17268,SDGT,FAZL-UR REHMAN KHALIL,individual,Maulana; Moulana; Qari
17269,SDGT,HILAL AHMAR SOCIETY INDONESIA,,
17270,SDGT,MUHAMMAD NAEEM SHEIKH,individual,Engineer
17271,SDGT,ABDUL HAMEED SHAHAB-UD-DIN,,
17272,SDGT,UMAIR NAEEM SHEIKH,individual,
17273,SDGT,NIA INTERNATIONAL,,
17274,SDGT,ANGGA DIMAS PERSHADA,individual,
17275,SDGT,BAMBANG SUKIRNO,individual,
17276,SDGT,WIJI JOKO SANTOSO,individual,
17278,SDNTK,LIRIDON KELMENDI,individual,
17279,SDGT,NUSRET IMAMOVIC,individual,
17280,SDGT,MOHAMMED ABDEL-HALIM HEMAIDA SALEH,individual,
17281,SDGT,MURAD MARGOSHVILI,individual,
17282,SDGT,AMRU AL-ABSI,individual,
17283,SDGT,TARKHAN TAYUMURAZOVICH BATIRASHVILI,individual,
17284,SDGT,MAALIM SALMAN,individual,
17285,SDGT,HAMAD AWAD DAHI SARHAN AL-SHAMMARI,individual,
17286,SDGT,'ABD AL-AZIZ ADAY ZIMIN AL-FADHIL,individual,
17287,SDGT,LAVDRIM MUHAXHERI,individual,
17289,SDGT,JAISH AL-MUHAJIREEN WAL-ANSAR,,
17290,SDGT,IBRAHIM 'ISA HAJJI MUHAMMAD AL-BAKR,individual,
17291,SDGT,'ABD AL-MALIK MUHAMMAD YUSUF 'UTHMAN 'ABD AL-SALAM,individual,
17292,SDGT,ASHRAF MUHAMMAD YUSUF 'UTHMAN 'ABD AL-SALAM,individual,
17293,SDGT,TARIQ BIN-AL-TAHAR BIN AL FALIH AL-'AWNI AL-HARZI,individual,
17294,SDGT,SALIM BENGHALEM,individual,
17295,MAGNIT,MAGOMED KHOZHAKHMEDOVICH DAUDOV,individual,Chief of Staff of the Executive Office of Head and Government of the Chechen Republic; Chief of Presidential Administration for the Russian North Caucasus Region of Chechnya
17296,SDGT,MUHANNAD AL-NAJDI,individual,
17297,SDGT,ABDESSAMAD FATEH,individual,
17298,SDGT,FATIH HASAR,individual,
17299,SDGT,HARAKAT SHAM AL-ISLAM,,
17300,SDGT,ABD AL-BASET AZZOUZ,individual,
17301,UKRAINE-EO13660,SERHII ANATOLIYOVYCH ZDRILIUK,individual,
17311,SDNTK,ELVIS KELMENDI,individual,
17312,SDNTK,DONATA KELMENDI,individual,
17314,SDNTK,BESNIK KELMENDI,individual,
17317,UKRAINE-EO13660,NIGHT WOLVES,,
17318,UKRAINE-EO13660,ALEKSANDR ZALDOSTANOV,individual,
17320,SYRIA,KHODR ORFALI,individual,Minister of Economy and Foreign Trade
17321,SYRIA,KAMAL EDDIN TU'MA,individual,Minister of Industry
17322,SYRIA,DK GROUP SARL,,
17323,SYRIA,JAD DAGHER,individual,General Manager at DK Middle-East & Africa Regional Office
17326,SYRIA,QUSAY MIHOUB,individual,Brigadier General
17346,SYRIA,PIRUSETI ENTERPRISES LTD,,
17347,SYRIA,FRUMINETI INVESTMENTS LTD.,,
17348,SYRIA,ISSA AL-ZEYDI,individual,
17349,SYRIA,IOANNIS IOANNOU,individual,
17350,SDNTK,DONATA COMPANY D.O.O.,,
